More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	uprising	revolution	rebellion	insurrection	upheaval	conflict	dispute	protest	movement
A man and a woman questioned on suspicion of assisting an offender have been released.	offender	suspect	criminal	wrongdoer	person	individual	accused	defendant	perpetrator	participant	offender
The government of Mariano Rajoy took the sweeping action just two days after it effectively took over the fourth-biggest bank, Bankia, to salvage its balance sheet, bulging with losses.	bulging	stuffed	overburdened	packed	overflowing	heavy	inflated	enormous	abundant	large	crowded
The stretch of DNA transcribed into an RNA molecule is called a transcription unit and encodes at least one gene .	encodes	contains	includes	carries	holds	represents	shows	indicates	signals	determines	lists
Pygmalion is a play by George Bernard Shaw , named after a Greek mythological character .	mythological	mythical	legendary	folklore	ancient	supernatural	mysterious	fabulous	extraordinary	legendary	fantastic
An anonymous author romanized the spelling to Loxodonta and the International Code of Zoological Nomenclature ( ICZN ) recognizes this as the proper authority .	romanized	transcribed	adapted	modified	changed	translated	rearranged	altered	interpreted	rendered	reformulated
When police arrived they found a fatally injured 17-year-old girl in the front yard of the house, which is in a quiet neighborhood of single family residences.	residences	houses	homes	dwellings	buildings	properties	dwellings	abodes	locations	units
#9-11 Six of the ringleaders have been captured and sent to other facilities.	ringleaders	leaders	heads	captains	chieftains	commanders	key figures	main players	organizers
The attack began with a suicide car bomb near the gate of the privately guarded compound, which sits off Jalalabad road — one of the main thoroughfares out of the city, Interior Ministry spokesman Sediq Sediqi said.	compound	compound	facility	location	site	structure	building	place	residence	area	installation
The unsophisticated nature of the attack suggests little planning beyond having fighters and some explosives pre-positioned in the vicinity of Kabul.	pre-positioned	placed	stored	set up	arranged	located	prepared	installed	gathered	assembled	deployed
#32-6 However, he is listed on the Republican Party's website as one of 18 candidates and filed a Federal Election Commission (FEC) complaint against Fox News for his exclusion from the August 6 debate.	exclusion	removal	ban	disqualification	elimination	omit	exclusion	barring	denial	rejection	withholding
#17-15 Mark Zuckerberg posted on Facebook "I'm so happy for all of my friends and everyone in our community who can finally celebrate their love and be recognized as equal couples under the law".	recognized	legalized	acknowledged	approved	validated	accepted	recognized	granted	endorsed	confirmed	legitimized
#42-61 Wikinews: Are there any ethical considerations around exposing ants to toxins and parasites?	toxins	poisons	chemicals	toxins	agents	substances	dangers	harmful substances	contaminants	toxic substances
In January 2011 , he was nominated for the Academy Award for Best Documentary for the film .	nominated	nominated	selected	chosen	awarded	recognized	garnered	shortlisted	entered	included	presented
#6-15 The Obama administration has seen what The New York Times calls an "unprecedented crackdown on leaks of government secrets."	unprecedented	uncommon	unusual	remarkable	exceptional	unique	surprising	rare	extraordinary	novel	unheard-of
Two Chinese maritime surveillance ships, identified as Zhonggou Haijian 75 and Zhonggou Haijian 84, later approached and positioned themselves between the Philippine warship and the Chinese fishing vessels "thus preventing the arrests of the erring Chinese fishermen", the statement said.	erring	wrong	incorrect	illegal	flagrant	defaulters	misbehaving	unlawful	violating	breaching	disobedient
#28-28 Saying his lawyer had instructed him not to speak about the events of Saturday inside the home, Conley did have the following to say about the Jackson children: "They were growing up to be monsters, they were disrespectful, rude in school.	monsters	rude	disruptive	bad	troublemakers	misbehaving	difficult	problematic	naughty	malicious	evil
#6-4 The information Manning released to the public through WikiLeaks and The Guardian in 2010 included diplomatic accounts, videos, military incident logs, and battle plans, including footage of an American Apache helicopter firing on suspected Iraqi insurgents, reports of prisoners held in Guantanamo Bay without trial, and records of detainees abused by the Iraqi military.	detainees	prisoners	captives	inmates	guests	convicts	subjects	held	incarcerated	detainees
The Chinese Embassy accused the Philippine warship of harassing the fishermen and called for it to leave Chinese territory.	harassing	harassing	bothering	annoying	troubling	assaulting	menacing	threatening	tormenting	disturbing	intimidating
#42-86 There's conflicting evidence about whether sick ants actually smell different from healthy ones or not.	conflicting	disputed	contradictory	inconsistent	discordant	uncertain	doubtful	doubting	variable	varying	opposite
#36-7 The following day, Indianapolis Motor Speedway president Doug Boles and Hulman & Company Mark Miles officially announced Wilson's death.	announced	stated	declared	revealed	communicated	reported	announced	made known	confirmed	expressed	informed
Obama earlier dropped from night skies into Kabul on a brief visit amid secrecy and tight security and signed a deal with President Hamid Karzai, cementing 10 years of U.S. aid for Afghanistan after NATO combat troops leave in 2014.	cementing	establishing	fortifying	firmly establishing	solidifying	securing	enshrining	implementing	finalizing	formalizing	putting into place
Many Syrians accuse Assad of exploiting that divide by unleashing Alawite gunmen known as "shabiha" who operate as hired muscle for the regime.	unleashing	releasing	deploying	activating	sending	empowering	mobilizing	instigating	provoking	inciting	employing
#35-36 "In my judgment the common law," the judgement reads, "and in particular the principles of natural justice and fairness, would in a case such as this which involves the right to life, and the right to a fair trial, as well as powerful countervailing issues of public interest, compel the court to apply the most intense level of anxious scrutiny to the facts to ensure that the accused were not prejudiced."	scrutiny	examination	analysis	investigation	review	assessment	scrutiny	observation	inspection	look	watch
A spokeswoman for Merseyside Police said: "Crime scene investigators are in attendance at the scene and officers are appealing to anyone who may have seen anyone acting suspiciously on Bidston Hill over the last few days to come forward.	suspiciously	suspiciously	questionably	oddly	unusually	weirdly	erratically	doubtfully	curiously	inappropriately	anomalously
It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .	originated	developed	created	started	spawned	appeared	emerged	began	introduced	first appeared	originated
The statue was moved to the Accademia Gallery in Florence in 1873 , and later replaced at the original location by a replica .	replica	replica	copy	substitute	duplicate	imitation	clone	counterpart	replacement	version	aftermath
I believe that ignoring public opinion discredits the authorities and destabilises the situation.	discredits	discredits	undermines	impacts	devalues	diminishes	tames	invalidates	question	compromises	weaken
But Crocker said there would be no repeat of the 1990s when a withdrawal of Western backers in the wake of the Soviet withdrawal unleashed a vicious civil war out of which the Taliban and al Qaeda support bases arose.	vicious	violent	cruel	savage	brutal	nasty	terrible	bloody	destructive	harmful	fierce
His speech came as an already difficult relationship with Mr Karzai has been strained by recent events, including the release of photos showing US soldiers posing with the remains of Taliban insurgents and a US staff sergeant who has been charged in the killing of 16 Afghan civilians.	strained	difficult	tense	strained	complicated	troubled	disturbed	fragmented	damaged	broken	weakened
The state will put less than 15 billion euros into the latest of the four separate bank rescues that Spain has enacted over the past three years, de Guindos estimated.	enacted	implemented	carried out	executed	done	put in place	established	initiated	taken action	performed	adopted
#11-7 When exposed to the laser, the primed mice would first stalk and then pounce on and bite any object in their enclosure, even objects without any food scent or prey value, like sticks and bottle caps.	primed	ready	prepared	activated	stimulated	encouraged	sensitized	trained	exposed	initiated	warmed up
The Russian Union of Journalists on Wednesday condemned police violence and called for a probe into the dozens of attacks and arrests of journalists, describing them as "an attempt to gag and intimidate society."	probe	investigation	inquiry	examination	audit	probe	search	scrutiny	analysis	review	assessment
#4-4 He was an aviator in the United States Navy and logged more than 200 landings on aircraft carriers before becoming an astronaut in 1963.	aviator	pilot	flyer	airman	navigator	flight engineer	aerospace specialist	airplane pilot	aircraft pilot	aviation enthusiast	flying ace
#36-12 The contract had previously been for two races, but after acquiring sponsorship, the deal was increased by five events; earlier in August, Wilson recorded a best finish of second at Mid-Ohio Sports Car Course.	acquiring	securing	obtaining	getting	purchasing	procuring	hiring	attracting	capturing	gaining	winning
The Syrian Observatory for Human Rights said dozens of others were wounded in the city, in the restive Homs province.	restive	restless	agitated	turbulent	troubled	uneasy	fractious	rebellious	turbulent	contentious	volatile
On the diplomatic front, European Union foreign ministers meeting in Brussels on Monday  agreed fresh sanctions against Syria, the 15th round so far to protest the relentless repression of dissidents by Assad's regime.	repression	punishment	coercion	oppression	control	restriction	intimidation	violence	abuse	harassment	censorship
#9-27 Camila Nunes, a sociologist of the Federal University of ABC, told the AFP "medium- and long-term policies to reduce the vulnerability of certain social groups [and] to prioritize prevention rather than repression" are needed.	vulnerability	weakness	exposure	risk	susceptibility	fragility	precariousness	defenselessness	impermanence	insecurity	openness
#42-26 WWikinews: What methods and equipment were used for this investigation?	equipment	tools	instruments	gear	apparatus	machinery	devices	supplies	technology	resources	means
Tensions stemming from the 14-month-old uprising against President Bashar Assad also touched off clashes across the border in Lebanon as the revolt threatened to morph into a broader conflict.	stemming	originating	causing	generating	producing	exacerbating	provoking	leading	driving	giving rise to	sparking
Hodgkin and Huxley 's findings led the pair to hypothesize the existence of ion channels , which were isolated only decades later .	existence	presence	reality	occurrence	being	token	existence	actuality	realness	happening	presence
#5-11 His government stands accused by Human Rights Watch of not taking adequate measures to protect the nation's citizens.	adequate	sufficient	enough	proper	suitable	acceptable	reasonable	competent	effective	good enough	thorough
It is at this point that the audience realizes that Alcina genuinely loves Ruggiero ; from now until the end of the opera , she is depicted sympathetically .	genuinely	truly	sincerely	earnestly	really	honestly	actually	truly	genuinely	wholeheartedly	deeply
Al - ` Ain has a higher proportion of Emirati nationals than elsewhere in the country , but the majority of its residents are expatriates particularly from the Indian sub-continent .	proportion	percentage	fraction	share	ratio	rate	split	part	amount	portion	mix
The motive for the killings was not known.	motive	reason	cause	purpose	explanation	factor	ground	basis	intent	trigger	behind
However, Olli Rehn, the EU's monetary affairs chief, said the European Commission has full confidence in the determination of the Spanish government to meet the fiscal targets.	determination	confidence	assurance	resolve	commitment	intention	aim	goal	purpose	strategy	pledge
World powers have backed the peace plan, which was put forward by U.N.-Arab League envoy Kofi Annan to end the crisis, but the bloodshed has not stopped.	bloodshed	violence	conflict	fighting	death	killing	warfare	aggression	combat	murder	harm
This reform will grant credibility and build confidence in the financial sector, increase credit flow in our country and lead to home sales at reasonable prices, Deputy Prime Minister Soraya Saenz de Santamaria said at a news conference.	credibility	trust	reliability	confidence	faith	assurance	certainty	honesty	respectability	dependability	integrity
#23-2 Everson argues his exclusion violates Title 11 of the U.S. Code of Federal Regulations in that debate hosts must not "structure the debates to promote or advance one candidate over another", and must "use pre-established objective criteria to determine which candidates may participate in a debate."	exclusion	bar	ban	disqualification	rejection	removal	exclusion	denial	withholding	restriction	limitation
Republicans warily saluted Obama's war-zone trip but accused him of craven politics nonetheless.	craven	cowardly	cowardly	lackadaisical	fearful	timid	shifty	dishonorable	unscrupulous	unethical	insincere
They will know that the United States can achieve our goals of destroying al-Qaida and denying it a safe haven, but at the same time we have the capacity to wind down this war and usher in a new era of peace here in Afghanistan.	usher	begin	launch	start	inaugurate	introduce	initiate	bring about	establish	promote	facilitate
He spoke on condition of anonymity because of a lack of authority to discuss the situation with the media.	anonymity	secrecy	confidentiality	anonymity	non-disclosure	privacy	discretion
Moments later, the neighbor said, Ms. Thomas, 33, emerged from her house and called her children to come back home.	emerged	appeared	came out	exited	departed	showed up	got out	arrived	went outside	left	walked out
Demonstrations on Monday and Tuesday were an unusually sustained show of indignation for the Russian opposition.	indignation	displeasure	anger	resentment	fury	discontent	outrage	frustration	dissatisfaction	protest	displeasure
#35-9 The case attracted worldwide attention with Lin and Phyo confessing, before re-enacting the killing in front of the press.	re-enacting	recreating	repeating	performing	staging	reliving	reproducing	portraying	demonstrating	playing out	putting on
Also Sunday, two Turkish journalists who had been detained in Syria for two months arrived in Istanbul on a plane from Iran after that country helped negotiate their release by Syrian authorities.	detained	held	incarcerated	imprisoned	confined	captured	arrested	locked up	detained
Foreign Affairs Secretary Albert del Rosario was seeking a diplomatic solution with Chinese Ambassador Ma Keqing, the TV network said.	diplomatic	diplomatic	negotiating	intercourse	relations	communication	talks	discussions	conferences	treaty
It's sad, even if they were troublemakers.	troublemakers	mischievous	delinquent	disruptive	problematic	rowdy	unruly	naughty	rascals	troublesome	bad kids
It often accompanies this sound with flashing its brightly marked abdomen in a further attempt to deter its predators .	abdomen	belly	gut	torso	vientre	belly button	midsection	
#11-6 One set stimulated prey pursuit behavior, such as stalking, and the other stimulated the animal to use its jaw and neck muscles.	pursuit	stalking	hunting	chasing	pursuit	following	seeking	attempting	going after	tracking
#23-12 He alleges this was done to ensure the inclusion of the low-polling candidates former Hewlett-Packard CEO Carly Fiorina, former New York governor George Pataki, Senator Lindsey Graham, and former Virginia governor Jim Gilmore, because Fox News recognizes these candidates as "major players."	inclusion	participation	representation	admission	enrollment	inclusion	entry	selection	invitation	conscription	enlistment
Our stand since we agreed to acquire Motorola has not changed and we look forward to closing the deal, a Google spokesperson told AFP.	acquire	purchase	buy	takeover	acquire	obtain	get	inherit
#35-20 The case pits the two accused trying to defend a death penalty case against the possibility of jeopardising international relations; Thai police co-operated, but only in light of an agreement the report would be confidential.	confidential	secret	private	top secret	classified	sensitive	off-the-record	unofficial	restricted	deliberate	protected
Before you make an unblock request , you should attentively read the policies and guidelines named in your block reason .	attentively	carefully	read	closely	thoroughly	seriously	with attention	mindfully	keenly
The bombardment by regime forces resumed following the deadly clashes, it added.	bombardment	attack	offensive	assault	hostility	violence	firing	bombing	shelling	barrage	assault
#42-30 We collected wild colonies of Formica fusca by searching through old tree-trunks in old logging sites in southern Finland.	colonies	groups	packs	swarms	assemblies	clusters	populations	sets	hives	communities	rafts
#12-5 Two lorries were partially crushed by the collapse, which was triggered when a digger on the back of a lorry struck the concrete bridge.	partially	fully	completely	entirely	partly	in part	somewhat	halfway	almost	nearly	mostly
#28-20 Tuesday, Conley was allowed to speak to reporters at an administrative segregation unit of the Harris County Jail.	segregation	isolation	confinement	separation	incarceration	custody	detention	restriction	quarantine	penalization	restraint
The mother of the children came out of the residence next door, called for the children to return home, at which time they left and went back to the house.	residence	house	dwelling	home	apartment	building	property	place	location	residence
EU sanctions Monday's violence further undermines a UN-backed peace plan that is supposed to bring an end to Syria's deadly crisis.	sanctions	restrictions	measures	penalties	controls	limitations	burdens	prohibitions	interdictions	impediments	disincentives
#35-24 Both men say they were starved, suffocated, stripped naked, exposed to cold temperatures, beaten, threatened, and denied legal representation.	threatened	threatened	assaulted	harmed	endangered	intimidated	punished	coerced	harassed	attacked	violated
The Russian Union of Journalists condemned police violence and called for a probe into the dozens of attacks and arrests of journalists, describing them as "an attempt to gag and intimidate society."	intimidate	threaten	coerce	scare	suppress	discourage	silence	chide	deter	harass	blackmail
#29-5 Martin, best known for spreading multiple conspiracy theories concerning the birth and religion of U.S. President Barack Obama, previously ran for the Democratic Party presidential nomination in 1988, and unsuccessfully sought the backing of the Republican Party in 2000 and 2012.	sought	applied	requested	pursued	attempted	sought	looked for	endeavored	approached	tried	desired
China's official approval of the deal has been a long time coming - Google managed to score regulatory approvals from the U.S. Department of Justice and the European Commission back in February (on the same day no less), but China's anti-monopoly bureau leapt into action just a few days later.	bureau	agency	department	office	board	commission	committee	administration	enforcement	regulatory body	authority
The official spoke on condition of anonymity because he was not authorized to speak to the press.	anonymity	anonymity	secrecy	confidentiality	non-disclosure	private	unpublishable	off-the-record	hush-hush	discretion	obscurity
Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .	acclaimed	recognized	lauded	honored	celebrated	adored	praised	awarded	chosen	appointed	elected
A 21-year-old man was arrested on April 30, on suspicion of murder and was released on bail until May 29 pending further enquiries.	enquiries	questions	investigations	inquiry	probe	searches	examining	exploring	inquiry	investigation
The author claims that God woke him up during his sleep and commissioned him to take dictation of what he said .	commissioned	appointed	tasked	assigned	instructed	charged	directed	delegated	ordered	enlisted	employed
The first regional casino was initially proposed to be in the City of Manchester , but this has since been scrapped by the UK government soon after Gordon Brown became Prime Minister of the United Kingdom .	scrapped	abandoned	canceled	rejected	nullified	stopped	removed	discontinued	dropped	terminated	put-off
Dispatch records released Tuesday show that authorities responded to Thomas' house on three successive days in April.	successive	following	consecutive	sequential	subsequent	contiguous	adjacent	adjoining	near	nearby
If they fail to deliver, what has been so far a national crisis will degenerate into a systemic crisis for the EU," one senior source said.	degenerate	worsen	decline	escalate	compound	become	transform	fail	shift	progress	deteriorate
He added: 'At around 11.10am, a 26-year-old man was arrested on suspicion of murder and a 28-year-old male and 28-year-old female were arrested on suspicion of assisting an offender.	offender	suspect	criminal	perpetrator	participant	accused	wrongdoer	offender	delinquent	defendant	personofinterest
Before the trip, former President Bill Clinton touted Mr. Obama's bold decision to go after bin Laden in a campaign ad that also suggested Romney might not have made the same call.	touted	promoted	endorsed	supported	advertised	advocated	championed	highlighted	touted	praised	extolled
An official who spoke on condition of anonymity because he was not authorized to speak to the press said Yitzhak Levanon returned to Cairo Sunday through Istanbul.	anonymity	anonymity	secrecy	confidentiality	hush-hush	privacy	non-disclosure	off-the-record	cloak of secrecy	veil of secrecy	unidentified
Devotion ( Bhakti ) will cancel the effects of bad Karma and will bring a person closer to the true knowledge by purifying his mind .	purifying	cleansing	cleaning	refreshing	making pure	sanitizing	whitening	improving	enhancing	uplifting	transforming
#8-11 In the last two months, Bayern Munich has announced Polish striker Robert Lewandowski signed a contract extension until June 2021 and French winger Franck Ribéry signed a one-year contract extension with the club.	announced	declared	stated	revealed	made public	announced	reported	expressed	confirmed	infirmed	published
As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .	residing	living	dwelling	located	inhabiting	settled	occupied	quartered	resident
On September 17 , 1941 , the Germans occupied the town of Pushkin , destroying and plundering many historical monuments , buildings and other cultural artifacts , including the famous Amber Room .	plundering	stealing	looting	raiding	robbing	despoiling	grasping	taking	removing	snatched	hauling
#6-12 Obama's staff told the press WikiLeaks founder Julian Assange's promise to agree to U.S. extradition if Manning was granted clemency had nothing to do with the decision.	clemency	pardon	mercy	leniency	forgiveness	compassion	reduction	release	freedom	amnesty	exoneration
As Richard Pearce-Moses wrote , `` Archivists keep records that have enduring value as reliable memories of the past , and they help people find and understand the information they need in those records . ''	enduring	lasting	long-lasting	permanent	eternal	timeless	reliable	valuable	important	significant	essential
It would be a tragedy for Afghanistan and a strategic setback for America if the Taliban returned to power and once again created a sanctuary for terrorists," Romney said in the release.	sanctuary	shelter	haven	refuge	safehouse	base	fortress	home	location	territory	ground
On Facebook, more than 12,000 people signed up to a page announcing an opposition rally for Saturday - and many of them have never taken part in political demonstrations Mariya Boyarintseva, a 24-year-old event manager, told The Associated Press that she has never been to a political rally before but she was going to Saturday's protest.	demonstrations	rallies	protests	assemblies	gatherings	demonstrations	meetings	actions	events	showcases	appearances
#37-9 The Social and Popular Assembly, formed during protests in recent months, allege violations of electoral law by many parties, and want an electoral commission crackdown.	allege	claim	assert	charge	complain	insist	report	denounce	maintain	state	testify
About 200 were arrested at a similar attempt to hold an unsanctioned rally in St Petersburg and another 25 in the southern city of Rostov-on-Don.	unsanctioned	unapproved	unauthorized	illegal	forbidden	prohibited	unlawful	unpermitted	disallowed	unregistered	unofficial
The government blames the bloodshed on armed gangs and extremists acting out a foreign plot to destabilize Syria.	bloodshed	violence	fighting	murders	bloodshed	conflict	killing	warfare	combat	aggression	casualties
#6-18 Ernest said no, saying the information Snowden released was more dangerous to the U.S. public and pointed out that while Manning had gone through a formal trial and acknowledged wrongdoing, "Mr. Snowden fled into the arms of an adversary and has sought refuge in a country that most recently made a concerted effort to undermine confidence in our democracy."	adversary	enemy	opponent	rival	foe	adversary	critic	challenger	intruder	counterpart	competitor
Russian authorities should annul the parliamentary vote results and hold a new election, the ex-Soviet leader Mikhail Gorbachev has urged, as popular indignation grows over alleged election fraud.	alleged	claimed	suspected	rumored	reported	supposed	inferred	assumed	suggested	believed	conjectured
The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .	enigmatic	mysterious	puzzling	strange	perplexing	odd	obscure	baffling	unclear	unusual	intriguing
#36-16 Another had been to tether the nose cone to the car; Hunter-Reay mentioned renderings developed of a boomerang-like debris-deflector positioned in front of the driver.	renderings	drawings	sketches	models	illustrations	designs	plans	prototypes	visualizations	copies	representations
Republicans warily saluted Obama's war-zone trip but accused him of craven politics nonetheless.	warily	cautiously	suspiciously	with caution	hesitantly	with trepidation	with apprehension	warily
#36-8 Karam was able to walk away from the accident, and was evaluated for a right foot injury; he was released from the hospital the same day.	evaluated	examined	assessed	checked	diagnosed	reviewed	rated	scrutinized	analyzed	tested	studied
By the end of the 18th century , Tsarskoye Selo became a popular place of summer residence among the nobility .	nobility	aristocracy	upper class	elite	gentlemen	rich people	ruling class	high society	social elite	wealthy individuals	powerful families
Schistosomiasis , caused by one genus of trematodes , is the second-most devastating of all human diseases caused by parasites , surpassed only by malaria .	surpassed	outperformed	exceeded	topped	outstripped	defeated	surpassed
Chinese officials, who refer to Scarborough Shoal as Huangyan Island, have in the past asserted Chinese sovereignty over the area.	asserted	claimed	stated	declared	maintained	proclaimed	asserted	announced	justified	acknowledged	recognized
#42-40 For this we basically put colonies on a diet of either food with medicine or without for a while.	colonies	groups	populations	communities	settlements	residents	people	units
Battles first erupted on Saturday between residents of Jabal Mohsen and the nearby neighbourhood of Bab al-Tebbaneh -- populated mainly by Sunni Muslims opposed to Assad's regime -- after security forces arrested a Sunni Islamist on suspicion he was linked to a terrorist organisation.	erupted	began	started	broke out	occurred	flared up	escalated	commenced	took place	ignited	developed
#40-7 The national government has deployed several thousand paramilitary personnel to assist the state government.	deployed	sent	dispatched	sent out	assigned	moved	transferred	stationed	placed	commissioned	utilized
Journalists Adem Ozkose and Hamit Coskun were abducted by militiamen who had blocked a road and were stopping cars and abducting passengers, Ozkose told reporters in Istanbul on Sunday.	militiamen	armedgroup	terrorists	militants	rebel fighters	bandits	soldiers	combatants	protesters	guerrillas	militia
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	carnage	violence	bloodshed	slaughter	mayhem	devastation	destruction	suffering	casualties	harm	death
#28-9 His most recent stint behind bars came last month, when he was arrested for allegedly slamming his girlfriend's head into a refrigerator in the same home involved on Saturday.	stint	imprisonment	sentence	punishment	term	detention	incarceration	jail time	confinement	custody	time served
Banks have until the end of the year to move their holdings of repossessed property into asset management firms for a fire sale, Economy Minister Luis de Guindos told a news conference.	repossessed	taken	seized	foreclosed	reclaimed	confiscated	recovered	sold
Gardai investigating a shooting in west Dublin last night have recovered a gun.	investigating	examining	looking into	searching	studying	investigating	scrutinizing	analyzing	verifying	pursuing	apprehending
For years he had evaded capture and was one of the world's most wanted men, but his time on the run finally ended last year when he was arrested near Belgrade.The 70 year old will be brought before the UN Yugoslav War Crimes tribunal in the Hague later this morning accused with some of the worst atrocities in Europe since World War Two.	atrocities	crimes	wrongdoings	atrocities	acts	violations	offenses	misdeeds	abuses	heinous acts	horrors
#25-8 Wages have grown by 2.1% over the past year, below the Federal Reserve's target of 3.5% annual wage growth, and not much more than the underlying rate of inflation.	underlying	underlying	base	fundamental	root	primary	core	essential	driving	crucial	subjacent
It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .	introduced	designated	promoted	adopted	madeofficial	popularized	established	introduced	conferred	launched	recognized
#29-12 Martin adamantly opposes Bush because of the foreign policy of the candidate's brother, former President George W. Bush.	adamantly	strongly	firmly	vehemently	determined	persistently	unwaveringly	stubbornly	resolutely	with determination	reluctantly
