duas situações foram detectadas pelo grupo	grupo	equipe	conjunto	coletivo	time	organização	associação	corpo	agremiação	turma	comunidade	
há setores com carência de pessoal ou naqueles em que não faltam funcionários há pessoas atuando em uma função para a qual não têm qualificação	funcionários	trabalhadores	colaboradores	empregados	servidores	operários	pessoal	assistentes	agentes	membros	profissionais	
ontem antunes disse que a quantidade de contratos sob gerenciamento de um mesmo departamento como o caso do dsa pode ser revista	revista	reavaliada	analisada	verificada	examinada	considerada	ajustada	modificada	alterada	inspecionada	checada	
o começo deste verão é o mais abrasador dos últimos 11 anos no rio grande do sul	abrasador	quente	ardente	caloroso	escaldante	tórrido	fervente	sofocante	quente demais	incandescente	abrasivo	
as médias de temperatura máxima oscilam entre 28° c e 34° c nas diferentes regiões do estado chegando a alcançar três graus acima dos padrões históricos	oscilam	variam	mudam	flutuam	alteram	balançam	tremem	movem	pulsam	ondulam	vibram	
a inconsistência climática abre espaço para conjecturas sobre o papel do aquecimento global na atmosfera gaúcha	conjecturas	suposições	hipóteses	ideias	teorias	especulações	pressupostos	palpites	estimativas	deduções	inferências	
a mudança progressiva pode influenciar indiretamente uma maior incidência de fenômenos como ondas de calor tempestades e secas	progressiva	gradual	lenta	contínua	sucessiva	regular	sequencial	crescente	desenvolvida	constante	ordenada	
os recursos tecnológicos devem ser revezados com leituras na viagem	revezados	alternados	turnados	substituídos	intercalados	variados	compartilhados	rotacionados	trocados	modificados	ajustados	
o próprio carro de simões tem o aparelho	aparelho	dispositivo	equipamento	instrumento	máquina	ferramenta	utensílio	peça	objeto	engenho	item	
até mesmo os dvds portáteis ou os consoles de mão como o nintendo ds e o playstation portable podem deixar as viagens menos maçantes para as crianças	maçantes	chatas	tediosas	monótonas	aborrecidas	desinteressantes	enfadonhas	cansativas	desagradáveis	irritantes	entediosas	
o nevoeiro não se restringiu à capital	restringiu	limitou	reduziu	confinou	delimitou	circunscreveu	controlou	cerceou	impôs	regulou	contornou	
quem trocou de sigla antes da data porém foi poupado	sigla	abreviação	inicial	acrônimo	letra	símbolo	marca	designação	identificação	denominação	código	
apenas um dos parlamentares a deputada jusmari de oliveira que deixou o dem e ingressou no pr trocou de legenda após 27 de março	legenda	partido	sigla	grupo	aliança	facção	organização	associação	coalizão	bloco	entidade	
amanhã pela manhã eles se encontrarão com o prefeito josé fogaça que prometeu apoio para a realização de obras de infraestrutura na área em que a arena será erguida	erguida	construída	levantada	edificada	montada	instalada	erguida	formada	erigida	fixada	colocada	
o objetivo é constatar as condições das edificações e a higiene e segurança dos alunos para envio de laudo técnico aos órgãos oficiais recomendando providências se necessárias	constatar	verificar	confirmar	comprovar	avaliar	observar	notar	identificar	reconhecer	perceber	examinar	
desde o dia 24 de outubro a escola foi interditada pelo corpo de bombeiros e pela defesa civil	interditada	fechada	bloqueada	proibida	impedida	restrita	suspensa	trancada	vedada	inacessível	paralisada	
a órbita do planeta ficará alinhada com a da terra e a do sol mas não causará diminuição de luminosidade pois mercúrio tem apenas 38 do diâmetro terrestre	luminosidade	luz	brilho	clareza	esplendor	iluminação	radiação	claridade	reflexo	luminosidade baixa	luminescência	
a prefeitura espera a resolução de problemas burocráticos para que o material para a reconstrução do monumento histórico chegue da europa	resolução	solução	decisão	conclusão	resposta	determinação	desfecho	acordo	tratamento	definição	encerramento	
chávez citou um artigo da constituição venezuelana que assegura o controle estatal da atividade petrolífera mas não da extração de gás e acrescentou que ele deveria ser modificado para incluir todos os hidrocarbonetos sólidos líquidos ou gasosos	assegura	garante	protege	resguarda	confirma	afirma	defende	certifica	estabelece	reforça	ampara	
duas famílias limitouse a dizer sussurrando para as monjas do outro lado da parede	sussurrando	falando baixo	murmurando	balbuciando	dizendo baixinho	cochichando	segredando	murmurando baixinho	falando suavemente	dizendo em voz baixa	emitindo som baixo	
gaúcha de porto alegre tereza pinheiro 63 anos vende há 10 anos suvenires de frei galvão na porta do mosteiro	suvenires	lembranças	recordações	presentes	souvenirs	artigos	objetos	pequenos presentes	itens	memórias	brindes	
de olhos vendados três integrantes tiveram de percorrer em pedalinhos individuais um trecho do lago sob a orientação do apresentador e da matriarca da família	matriarca	líder	chefe	mãe	patriarca	guia	mentora	protetora	fundadora	ancestre	diretora	
o bolo tinha os ingredientes que compõem a dieta dos animais para deixar claro que o cardápio animal não se compõe de guloseimas apetitosas para os humanos como doces pipocas e outros quitutes	apetitosas	saborosas	gostosas	atrativas	deliciosas	agradáveis	apetecíveis	chamativas	tentadoras	desejáveis	interessantes	
o bolo tinha os ingredientes que compõem a dieta dos animais para deixar claro que o cardápio animal não se compõe de guloseimas apetitosas para os humanos como doces pipocas e outros quitutes	quitutes	petiscos	iguarias	comidas	pratos	lanches	salgados	aperitivos	refeições	guloseimas	snacks	
alimentos inapropriados jogados em jaulas provocam problemas gastrointestinais e adoecem os bichos	gastrointestinais	estomacais	digestivos	abdominais	intestinais	viscerais	
os dez dias entre o anonovo e o yom kipur são de arrependimento e reflexão	reflexão	pensamento	meditação	análise	consideração	ponderação	avaliação	exame	deliberação	contemplação	estudo	
outros cinco continuavam desaparecidos	desaparecidos	sumidos	perdidos	ausentes	ocultos	fugidos	escondidos	extraviados	evaporados	invisíveis	desviados	
o delegado seguiu entendimento de tribunais de justiça como o de são paulo de que a pichação deve ser enquadrada como dano ao patrimônio público previsto no código penal veja box	enquadrada	classificada	considerada	definida	interpretada	descrita	avaliada	determinada	identificada	reconhecida	catalogada	
puniram com um rigor que não se vê em outros casos acredita	rigor	severidade	dureza	firmeza	exigência	rigidez	disciplina	autoridade	seriedade	estrictez	força	
a providência chegou um pouco tarde e a cidade continuou em ritmo letárgico por todo o dia	letárgico	lento	parado	devagar	sonolento	desanimado	apatético	preguiçoso	moroso	entorpecido	inativo	
por trás da mortandade de jovens no trânsito como as seis vítimas registradas no estado ao longo do final de semana há um desafio para as campanhas de conscientização	mortandade	morte	falecimento	fatalidade	perda	desastre	tragédia	baixa	acidente	ocorrência	casualidade	
uma pesquisa feita pelo ibope mês passado revela que nessa faixa etária os condutores reconhecem ser imprudentes	etária	idade	geração	faixa de idade	grupo	etapa	classe	período	categoria	nível	segmento	
estratégias envolvem todos os escalões do governo	escalões	níveis	posições	graus	categorias	classes	hierarquias	patamares	rangos	divisões	ordens	
a casa branca teria dado instruções à delegação americana em bali para evitar que o país seja responsabilizado pelo fracasso das negociações	delegação	grupo	comissão	representação	comitiva	equipe	missão	corporação	organização	conselho	entidade	
as estratégias já começaram a envolver os altos escalões dos governos	escalões	níveis	patamares	posições	camadas	graus	categorias	rangos	divisões	classes	hierarquias	
o expresidente chileno ricardo lagos circula nos corredores da conferência como emissário do secretáriogeral da onu ban kimoon tentando viabilizar um acordo	emissário	enviado	mensageiro	representante	delegado	porta-voz	mediador	embaixador	portador	intermediário	agente	
ao final da noite o secretário da conferência yvo de boer dando mostras de cansaço afirmou que nenhum país quer sair de bali com a marca indelével de ser o vilão da conferência	indelével	ineapagável	permanente	duradouro	inalterável	fixo	irremovível	imutável	constante	resistente	persistente	
a principal iniciativa restringe o acesso da população aos debates parlamentares	restringe	limita	reduz	controla	impede	proíbe	regula	condiciona	cerceia	modera	delimita	
o público comum ficará restrito à galeria superior com capacidade para 160 pessoas	restrito	limitado	confinado	reservado	fechado	controlado	proibido	delimitado	circunscrito	vedado	exclusivo	
para o líder da bancada do pt raul pont a decisão da mesa é precipitada	precipitada	apressada	antecipada	impulsiva	prematura	preciposa	imprudente	precipitada demais	rápida	inadequada	intempestiva	
só espero que essa decisão de restrição parcial ao plenário seja provisória defendeu o líder da bancada do pc do b raul carrion	restrição	limitação	proibição	controle	condição	redução	regra	restrição parcial	restrição temporária	restrição provisória	restrição limitada	
a atitude dos professores também foi rechaçada do outro lado da praça da matriz	rechaçada	rejeitada	recusada	afastada	desconsiderada	oposta	contrariada	vetada	impedida	banida	negada	
um acidente insólito matou o gaúcho augusto machado da câmara lima 26 anos quando ele desfrutava do feriadão nas praias catarinenses	insólito	inusitado	estranho	incomum	raro	diferente	excepcional	atípico	anormal	peculiar	singular	
o país que fermentou a crise ainda é o maior comprador de produtos gaúchos veja quadro embora alguns segmentos tenham aprendido a reduzir a dependência	fermentou	iniciou	causou	provocou	gerou	instigou	alimentou	originou	desencadeou	motivou	impulsionou	
a transferência da feira infantil e juvenil para o cais do porto a instalação da área internacional na avenida sepúlveda entre a siqueira campos e a mauá e o local para autógrafos no largo entre o margs e o memorial não no centro da praça como em anos anteriores	transferência	mudança	deslocamento	remanejamento	realocação	transposição	reposição	movimentação	recolocação	alteração	troca	
o zoneamento representa o primeiro passo na formatação de uma política florestal no rio grande do sul	formatação	configuração	estruturação	organização	planejamento	montagem	preparação	arranjo	disposição	ordenação	design	
o zoneamento mostrará que procedimentos devem ser tomados em cada área explica	procedimentos	processos	ações	etapas	medidas	passos	práticas	operações	instruções	regras	tarefas	
tinha cerca de um metro e meio de altura a pedra que levou o presidente luiz inácio lula da silva ontem a um terreno terraplenado às margens da br285 em passo fundo	terraplenado	nivelado	aplainado	ajustado	regularizado	alisado	preparado	uniformizado	arrumado	endireitado	planejado	
para tornar a visita mais atraente para fotógrafos e cinegrafistas lula e o governador germano rigotto usando capacetes foram convidados a colocar pás de concreto da primeira fundação da indústria	fundação	base	alicerce	estrutura	início	fundamento	plataforma	suporte	origem	princípio	pilar	
simpatizantes foram arregimentados	arregimentados	reunidos	agrupados	organizados	alinhados	convocados	mobilizados	chamados	ajuntados	associados	coordenados	
o presidente foi recebido por uma platéia arregimentada por pt pc do b e psb partidos da base do governo	arregimentada	organizada	reunida	mobilizada	agrupada	convocada	chamada	coordenada	ajuntada	alinhada	estruturada	
a líder comunitária neli vidal birk 50 anos organizou um grupo de 36 pessoas beneficiadas pelo programa fome zero	beneficiadas	ajudadas	atendidas	favorecidas	contempladas	assistidas	apoiadas	protegidas	amparadas	agraciadas	socorridas	
o pequeno príncipe original era melancólico com pontos de alegria	melancólico	triste	saudoso	abatido	desanimado	deprimido	nostálgico	sombrio	desolado	amargurado	cabizbaixo	
o sol se põe no mar à esquerda ensombrecendo as montanhas do norte de israel à direita	ensombrecendo	escurecendo	sombrando	obscurecendo	ofuscando	escureando	velando	encobrindo	sombrificando	apagando	toldando	
a iniciativa nasceu na frança em 1998 em virtude da preocupação com a degradação do ambiente na área urbana	degradação	danificação	deterioração	destruição	estrago	poluição	danos	prejuízo	desgaste	ruína	alteração	
no brasil a primeira adesão ocorreu em 2001 com 11 cidades	adesão	união	participação	entrada	afiliação	associação	inscrição	apoio	alinhamento	compromisso	concordância	
durante uma patrulha de rotina os soldados vilson soares urias e luis felipe milbrandt dutra identificaram um carro polo aberto e abandonado dentro do parque	patrulha	ronda	vigilância	inspeção	monitoramento	observação	fiscalização	guarda	supervisão	percurso	circuito	
sem perceber o enxame apearam de seus cavalos para checar o veículo	apearam	desceram	saíram	largaram	deixaram	abandonaram	
denin foi amarrado numa árvore próxima à da colméia e em menos de um minuto estava coberto por abelhas de uma espécie miscigenada	miscigenada	misturada	híbrida	cruzada	combinada	mesclada	intercalada	misturada geneticamente	integrada	fusionada	misturada artificialmente	
segundo nosso técnico os eqüinos ficaram na linha de vôo das abelhas de entrada e saída da colméia	eqüinos	cavalos	animais	equinos	mamíferos	quadrúpedes	criaturas	montarias	
segundo a campanha porém os reis magos são os legítimos representantes da magia do natal e não faltam críticas ao velho barrigudo	legítimos	verdadeiros	autênticos	reais	originais	oficiais	genuínos	certos	legais	adequados	próprios	
o homem bonachão dizem seus opositores segue o odor do dinheiro e explora seus duendes e os submete a situações de trabalho subumanas	subumanas	desumanas	desumanizadas	cruéis	degradantes	opressivas	indignas	precárias	injustas	desfavoráveis	impróprias	
ao todo 140 mil itens foram inutilizados entre as 9h15 min e as 11h na travessa do carmo no pátio do depósito da smic	itens	objetos	artigos	produtos	coisas	materiais	bens	peças	elementos	elementos	componentes	
a b2w será capaz de competir com as principais empresas de varejo brasileiras em um mercado estimado em r 200 bilhões assinala o comunicado conjunto divulgado ontem pelas duas companhias	estimado	avaliado	calculado	previsto	projetado	suposto	considerado	aproximado	orçado	esperado	medido	
uma eventual resolução no conselho de segurança impondo sanções ao irã esbarra na oposição da rússia e da china dois membros permanentes do órgão e com direito a veto	sanções	punições	penalidades	restrições	multas	regras	proibições	limitações	castigos	medidas	condições	
ontem depois de participar de um encontro de governadores em fortaleza o ministro da fazenda guido mantega disse que até o início do próximo semestre o projeto de reforma tributária será encaminhado ao congresso nacional	encaminhado	enviado	mandado	remetido	direcionado	submetido	proposto	apresentado	transferido	levado	entregue	
eles reclamavam que não tinham a oportunidade de vir para o sul fazer o mesmo trabalho que já realizavam nas próprias cidades argumenta nunes	argumenta	defende	afirma	declara	explica	justifica	alega	comenta	expõe	discute	propõe	
neste ano ocorrerão quatro ações simultâneas	simultâneas	ao mesmo tempo	conjuntas	paralelas	síncronas	coincidentes	simultâneas	iguais	sobrepostas	contemporâneas	sincronizadas	
uma decisão da justiça federal do distrito federal devolveu as mordomias ao expresidente suspensas até o primeiro semestre deste ano por uma liminar	mordomias	regalias	privilégios	vantagens	benefícios	comodidades	facilidades	luxos	concessões	permissões	favores	
collor havia perdido os direitos a essas mordomias em razão de uma ação popular impetrada na justiça de brasília em 1993 sete meses depois do processo de impeachment que resultou na cassação dos direitos políticos do expresidente por oito anos	mordomias	regalias	benefícios	vantagens	privilégios	comodidades	facilidades	luxos	favores	ajudas	concessões	
o advogado de collor fernando neves da silva disse que o expresidente requereu que funcionários veículos e motoristas custeados com dotações da presidência sejam colocados a sua disposição	requereu	pediu	solicitou	demandou	requisitou	pleiteou	propôs	insistiu	clamou	apelou	exigiu	
a ação foi impetrada pelo exdeputado federal gaúcho waldomiro fioravante pt	impetrada	solicitada	apresentada	protocolada	requerida	encaminhada	registrada	demandada	interposta	ajuizada	pedida	
meirelles pede prudência e mantega vê só uma correção	correção	ajuste	revisão	retificação	modificação	alteração	melhoria	emenda	reparo	conserto	adaptação	
é uma turbulência	turbulência	agitação	confusão	instabilidade	perturbação	desordem	movimento	balanço	oscilações	alteração	tumulto	
é normal que o mercado tenha correções reagiu	correções	ajustes	revisões	modificações	alterações	retificações	emendas	adaptações	melhorias	reparos	atualizações	
desconhecemos essa orientação acredito que houve um malentendido disse ontem o vicepresidente executivo do sindicom alísio vaz	malentendido	erro	confusão	engano	equívoco	desentendimento	falha	problema	ilusão	dúvida	tropeço	
rapidamente controlado pela brigada militar o conflito envolvendo quatro apenados tornouse mais um na lista de incidentes do local construído em 1977	apenados	presos	detentos	prisioneiros	reclusos	internos	encarcerados	condenados	custodiados	penados	carcerários	
entre as 69 propostas de mudanças na constituição chávez vai da reeleição sem limites ao fim da autonomia do banco central do direito a expropriar propriedades privadas à subordinação de governantes a militares nomeados por ele	subordinação	dependência	obediência	controle	domínio	vinculação	inferioridade	alinhamento	submissão	sujeição	hierarquia	
liberadas pelo tribunal britânico que analisa o caso as fotos mostram a princesa dentro do mercedesbenz em que morreu momentos antes da colisão no túnel dalma em paris	colisão	acidente	choque	batida	impacto	colisão frontal	colisão traseira	colisão lateral	colisão direta	colisão violenta	colisão leve	
nos últimos dias a notificação de casos de psitacose doença provocada por vírus transmitido pelas caturritas colocou as autoridades em alerta no estado	notificação	aviso	comunicado	relato	informação	divulgação	mensagem	alerta	registro	anúncio	reporte	
e basta uma pequena assimetria entre eles para que o sistema automático se desarme e o avião volte para o modo manual	assimetria	diferença	desequilíbrio	desigualdade	desproporção	variação	inconsistência	desalinhamento	distorção	irregularidade	disparidade	
fundado em 1977 o parque na rs020 em gravataí é a concretização de um sonho do empresário lauro febernati morto em 2005 que quando criança planejava um dia morar na áfrica	concretização	realização	materialização	cumprimento	execução	implementação	conclusão	efetivação	conquista	formação	criação	
no entanto há restrições	restrições	limites	regras	condições	barreiras	impedimentos	proibições	exigências	travas	restrições	controle	
diante do fracasso de projetos como o da elétrica jacuí eleja envolvida no escândalo das usinas que redundou até em prisões as dúvidas sobre o potencial da geração térmica a carvão no estado persistem	persistem	continuam	permanecem	duram	resistem	subsistem	prosseguem	insistem	prolongam	mantêm	repetem	
os nascimentos de bebês despencaram a partir da década de 70 imobilizando a taxa de fecundidade no velho continente hoje em 152 filho por família	despencaram	caíram	diminuíram	reduziram	baixaram	declinaram	desceram	afundaram	murcharam	colapsaram	enfraqueceram	
governos se afligem com o silêncio nos berçários	afligem	preocupam	angustiam	incomodam	perturbam	entristecem	alarmam	desassossegam	atormentam	afetam	abalam	
somadas as indústrias do rio grande do sul teriam capacidade para atender a quase metade do abastecimento nacional previsto para 2008 de 840 milhões de litros	abastecimento	fornecimento	suprimento	distribuição	provisão	entrega	estoque	reposição	alocação	reserva	suporte	
considerada um dos grandes testes para a adoção do biodiesel no brasil a transformação de capacidade instalada em produção efetiva deve ditar a rapidez da evolução da mistura dos 2 iniciais para uma proporção maior	efetiva	real	concreta	prática	verdadeira	realizada	autêntica	funcional	válida	operacional	tangível	
esse acréscimo já tem a chancela da associação nacional dos fabricantes de veículos automotores	chancela	aprovação	autorização	validação	confirmação	consentimento	avaliação	endosso	licença	ratificação	permissão	
