Bajo el lema ""Si vives el Carnaval, las Prisillas te entrarán"", "Pedaleros" e "Imposibles" invitan a las demás peñas y a cualquier particular que lo desee a participar en el acto que año tras año se va consolidando con su toque de humor inteligente, crítica burlesca, improvisación y "pitorreo".	burlesca	satírica	cómica	humorística	jocosa	chistosa	divertida	graciosa
Bajo el lema ""Si vives el Carnaval, las Prisillas te entrarán"", "Pedaleros" e "Imposibles" invitan a las demás peñas y a cualquier particular que lo desee a participar en el acto que año tras año se va consolidando con su toque de humor inteligente, crítica burlesca, improvisación y "pitorreo".	pitorreo	burla	tomadura de pelo	broma	guasa	chunga	bufonada	chiste	travesura	trastada	monada
Basada en la novela de Alice Hoffman de título homónimo.	homónimo	idéntico	igual	similar	mismo	semejante	parecido	equivalente	análogo	correspondiente	semejante
Cabrini hizo su debut en el fútbol profesional con U.S. Cremonese en la temporada de 1973-1974 de la Serie C, totalizando 3 presencias y ganando el jersey de titular para la siguiente temporada de 1974-1975.	debut	estreno	aparición	presentación	inicio	comienzo	introducción	entrada	salida	lanzamiento
Cada vez que ella decía algo se burlaban y cuchicheaban cosas sobre ella.	cuchicheaban	susurrando	hablaban	comentaban	murmuraban	decían	cuchicheo	hablaron	hablan	comentaban	chismorreaban
Calculando el territorio que los ejércitos convergentes de los aliados occidentales y la URSS podían tomar, la Conferencia de Yalta determinó las líneas de demarcación para las respectivas zonas de ocupación.	demarcación	delimitación	separación	división	distinción	diferenciación	demarcado	frontera	raya	límite	linde
Casi siempre de forma circular, acorazonada u ovalada, macizo o calado, ubicado en la parte delantera central, sujeta por medio de cadenas que surgen del centro un cinturón ancho de cuero, adornado con apliques de metal, o también con monedas de la época, como por ejemplo los patacones, hechos de oro, plata u otros materiales, según el poder económico de su dueño.	apliques	adornos	broches	remaches	emblemas	insignias	pegatinas	distintivos	emblemas	gafetes	placas
Castellanos debutó como El Salvaje, después de haber sido entrenado por Rey Mysterio, Sr. y su hermano, Fobia; haciendo equipo con su hermano.	debutó	apareció	se estrenó	participó	compitió	salía	intervino	actuó	entró	partió	comenzó
Cobisa es un municipio español de la provincia de Toledo en Castilla-La Mancha.	municipio	Ayuntamiento	población	localidad	entidad	villa	aldea	caserío	pedanía	ciudad	barrio
Cofundador de la revista literaria y cultural Altazor (1993) de El Puerto de Santa María, en la que participan autores como el dramaturgo Juan García Larrondo, y poetas como Juan Carlos Arniz Sanz, Andrés Hernández o Julio Rivera Cross y Presidente de la Asociación Cultural del mismo nombre.	dramaturgo	guionista	escritor	autor	dramático	poeta	trabajador	actor	cineasta	artista	compositor
Comenzó su carrera musical como acompañante de diversas bandas de extracción popular hasta que en 1986 crea Dosis, un grupo con orientación pop bailable en el cual canta y toca teclados y guitarra, ejecutando un repertorio basado exclusivamente en temas de su autoría.	repertorio	repertorio	conjunto	cancionero	temas	obra	catálogo	recopilación	colección	compilación	antología
Como cantante eligieron a una joven de poderosa voz y enorme carisma, Vicky Larraz.	carisma	atractivo	magnetismo	encanto	personalidad	atractivo físico	simpatía	hechizo	fascinación	prestancia	garbo
Como la gran mayoría de los magos, Nathaniel es hijo de plebeyos que lo "cedieron" al Gobierno para que fuera educado como hechicero, la clase dirigente del Imperio, a cambio de algo de dinero.	hechicero	mago	brujo	encantador	hechizo	magia	ilusionista	esoterismo	ocultismo	brujería	espiritismo
Como substitución se realizó un puente pedestre de 60 metros durante el gobierno de la República Democrática Alemana (RDA).	substitución	sustituto	reemplazo	suplencia	alternativa
Con claras influencias del Círculo Lingüístico de Praga, pretendían crear un foro de estudio para lingüistas que propiciara la investigación en este campo.	foro	lugar	plataforma	espacio	ámbito	campo	tribuna	escenario	instancia	entorno	medio
Con claras influencias del Círculo Lingüístico de Praga, pretendían crear un foro de estudio para lingüistas que propiciara la investigación en este campo.	propiciara	favoreciera	facilitara	permitiera	posibilitara	facilitase	favoreciese	permitiese	favorecer	facilite	posibilite
Con él actúa con asiduidad gracias a la Secretaría de Cultura que los lleva por toda la provincia, llegando a juntar más de 1000 personas en febrero de 1988 en cada una de las 6 noches en la cúpula destinada al Rock en la 1.	asiduidad	frecuencia	continuidad	constancia	persistencia	regularidad	insistencia	repetición	monotonía	uniformidad	homogeneidad
Con él actúa con asiduidad gracias a la Secretaría de Cultura que los lleva por toda la provincia, llegando a juntar más de 1000 personas en febrero de 1988 en cada una de las 6 noches en la cúpula destinada al Rock en la 1.	cúpula	cumbre	cenit	pico	cima	apogeo	ápice	pináculo	techo	altura	vértez
Con la disolución de la Serenísima, pasó a manos francesas y británicas, bajo cuyo protectorado fue capital de los Estados Unidos de las Islas Jónicas.	disolución	deshacer	desaparición	disgregación	terminación	anulación	supresión	abolición	derrumbe	descomposición	desintegración
Con la disolución de la Serenísima, pasó a manos francesas y británicas, bajo cuyo protectorado fue capital de los Estados Unidos de las Islas Jónicas.	protectorado	dominio	protección	mando	custodia	tutela	autoridad	mando	supervisión	control	regencia
Con la serie de libros para principiantes que inauguró " El Gato", Seuss promovió tanto a su nombre, como a la alfabetización elemental en los Estados Unidos.	alfabetización	enseñanza	educación	instrucción	aprendizaje	lectura	alfabético
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiendo una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su conviccón de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	asumiendo	aceptando	adquiriendo	apropiándose	tomando	haciéndose cargo	adoptando	tomando posesión	obteniendo	consiguiendo	logrando
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiento una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su conviccón de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	autonomía	libertad	independencia	autarquía	soberanía	autoridad	potestad	facultad	privilegio	derecho	capacidad
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiento una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su convicción de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	convicción	creencia	convencimiento	certeza	fe	idea	opinión	persuasión	seguridad	creencia	confianza
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiento una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su conviccón de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	persuadió	convenció	convincente	persuadir	motivó	influenciado	impresionó	animó	estimuló	incitó	instó
Consiste en un escudo metálico, que puede llevar las iniciales de su dueño o la marca del estanciero, como así también el cincelado de una flor, caballo u otro motivo criollo.	cincelado	grabado	labrado	tallado	esculpido	trabajado	modelado	diseñado	moldeado	plasmado	ciselado
Consiste en un escudo metálico, que puede llevar las iniciales de su dueño o la marca del estanciero, como así también el cincelado de una flor, caballo u otro motivo criollo.	estanciero	hacendado	ganadero	terrateniente	agricultor	cabañero
Contrae matrimonio a los 18 años, pero la vida familiar durará poco, ya que en 1913 será reclutado por el Ejército de la Rusia Zarista.	reclutado	movilizado	llamado	enrolado	leva	alzado	alistado	convocado
Corazón de tinta: trata de una familia muy pequeña compuesta por una chica llamada Meggie y su padre llamado Mortimer,al que meggie le deci mo, Mo tenía un poder sobrenatural para lograr que los personajes de los libros con solo leer en voz alta cobraran vida, pero no quería que su hija se enterara ya que tenía miedo de que le pidiera leer en voz alta y la niña desaparezca como ocurrió como su esposa,ellos viven en una choza ubicada en un campo de Alemania.	sobrenatural	mágico	milagroso	extraño	misterioso	fantasmal	supernatural	maravilloso	anormal	inusual	paranormal
Cuanto a los artistas, los únicos que resisten a la compresión y preservan sus personalidades, conocen una tragedia propia: el ideal estético es mortífero, como lo prueba el suicidio del pintor Lucien, inspirado en Vincent Van Gogh, que Mirbeau acaba de descubrir.	mortífero	letal	funesto	nocivo	peligroso	mortal	perjudicial	dañino	venenoso	 letal
Cultivó diversas escuelas pictóricas entre ellas el cubismo, el surrealismo y el arte abstracto.	pictóricas	artísticas	gráficas	plásticas	pintorescas	estéticas	visuales	decorativas	figurativas	ilustradas	ornamentales
Debutó como vedette a temprana edad de la mano de Nito Artaza y Miguel Ángel Cherutti en 1996, pero dejó ese género en el año 2000 para dedicarse de lleno a la labor actoral en cine, teatro y televisión.	vedette	artista	estrella	figura	cantante	actriz	actriz de reparto	bailarina	figura femenina	galán	galana	protagonista
Desde ese momento hasta el 2006, Qarase realizó una política de clemencia ante los autores del golpe de Speight.	clemencia	indulgencia	tolerancia	piedad	perdón	misericordia	amnistía	comprensión	benevolencia	magnanimidad
Desde pequeño, sus padres le habían inculcado el amor a la libertad y al sueño democrático.	inculcado	enseñado	transmitido	infundido	impregnado	inculcó	metió	inspirado	inseñado	grabado	impreso
Deseaba la autonomía regional para lograr la más profunda democracia participativa y resolver los problemas reales de la gente, del pueblo, que la política absentista de la época marginaba por completo.	marginaba	excluía	ignoraba	descuidaba	despreciaba	desatendía	obviaba	omitía	desestimaba	rechazaba	descartaba
Después de haber residido un tiempo en Jerez de la Frontera, desde hace años reside en El Puerto de Santa María, ciudad en la que ha desarrollado su labor como pedagogo orientador del Sistema escolar.	residido	vivido	habitado	establecido	ubicado	situado	asentado	radicado	fijado	fijo	permanecido
Después de haber residido un tiempo en Jerez de la Frontera, desde hace años reside en El Puerto de Santa María, ciudad en la que ha desarrollado su labor como pedagogo orientador del Sistema escolar.	pedagogo	educador	maestro	profesor	docente
Después de la guerra, fue varias veces campeón francés en los 5.000 m y 10.000 m. Ganó en cuatro ocasiones el Cross de las Naciones (1949, 1952, 1954 y 1956), siendo uno de los atletas que ostentan el récord de triunfos en esta competición internacional.	ostentan	poseen	detentan	tienen	conservan	mantienen	reten	disfrutan	albergan	acaparan	ocupan
Después de ser poblado por los grupos originales, quedó bajo el gobierno de los mexicas en el siglo XV, a quienes se les pagó tributo hasta que todo el sistema prehispánico se colapsó bajo la conquista española en el siglo XVI.	colapsó	se derrumbó	cayó	fracasó	desapareció	terminó	fue destruido	cesó	se hundió	desplomó	se desmoronó
Después de un montón de aventuras, descubren que el misterioso Señor de los Ladrones no es quien parece y, debido a un cúmulo de casualidades, acabarán encontrando un carrusel, el cual lleva una leyenda que resultará ser verdadera.	cúmulo	acumulación	conjunto	amontonamiento	suma	aglomerado	coleccion	pila	montón	masa	acopio
Dícese que vivió 109 años y que murió mártir junto con sus compañeros Melchor y Baltasar.	mártir	confesor	santo	héroe	protestante	cristiano	católico	fiel	verdugo	inquisidor	hereje
Disputará la temporada 2013/14 con la UD Las Palmas tras haber rescindido su contrato con la entidad bilbaina.	rescindido	anulado	revocado	cancelado	rescindió	invalidado	rompió	dejado	abandonado	renunciado	desvinculado
Durante la dictadura de Primo de Rivera, intervino en diversas conspiraciones para proclamar la República.	conspiraciones	complots	intrigas	maquinaciones	conspiradores	alianzas	tramas	acuerdos	confabulaciones	planes	maniobras
Durante la gran expedición ateniense, Etna e Hybla permanecieron leales a Siracusa y fueron asoladas por los trirremes atenienses.	asoladas	devastadas	saqueadas	arrasadas	incendiadas	destruidas	desiertas	yermas	yertas	desoladas	deshechas
Durante la última época de la Dinastía VI el "Viejo Orden" se derrumba y los nomarcas del Alto Egipto establecen la hegemonía sobre sus territorios.	nomarcas	gobernantes	jefes	caudillos	caciques	jefaturas	mandatarios	dirigentes	autoridades	mando	jerarquías
Durante la última época de la Dinastía VI el "Viejo Orden" se derrumba y los nomarcas del Alto Egipto establecen la hegemonía sobre sus territorios.	hegemonía	dominio	mando	poderío	supremacía	predominio	autoridad	mando	preeminencia	superioridad	imperio
El , 21 de febrero y el 2 de septiembre de 2011, varias extensas áreas fueron epicentro de sismos de 7,0; 5,9; y 6,9 grados en la escala de Richter, aunque sin causar daños ni víctimas, pues se registraron a profundidades de 600 km; y los movimientos telúricos llegaron a sacudir edificios altos en varias provincias, incluyendo la ciudad de Buenos Aires.	epicentro	centro	foco	punto	cima	apogeo	clímax	ápice	cenit	esencia	núcleo
El , 21 de febrero y el 2 de septiembre de 2011, varias extensas áreas fueron epicentro de sismos de 7,0; 5,9; y 6,9 grados en la escala de Richter, aunque sin causar daños ni víctimas, pues se registraron a profundidades de 600 km; y los movimientos telúricos llegaron a sacudir edificios altos en varias provincias, incluyendo la ciudad de Buenos Aires.	telúricos	terremotos	sísmicos	seísmicos
El , sismo de 1817 de 7,0 Richter, con máximos daños reportados al centro y norte de la provincia, donde se desplomaron casas y se produjo agrietamiento del suelo, los temblores duraron alrededor de una semana.	desplomaron	derrumbaron	se derrumbaron	colapsaron	ruyeron	derribaron	caído	ruió	derrumbado	cayeron	se vinieron abajo
El , sismo de 1817 de 7,0 Richter, con máximos daños reportados al centro y norte de la provincia, donde se desplomaron casas y se produjo agrietamiento del suelo, los temblores duraron alrededor de una semana.	agrietamiento	agrieta	grieta	hendidura	fractura	quiebra	rotura	abertura	brecha	rasgadura	fisura
El 1 de enero de 1504 la guarnición francesa de Gaeta presentó su capitulación ante Fernández de Córdoba y abandonó Nápoles.	guarnición	tropa	batallón	guerrilla	destacamento	pelotón	columna	regimiento	brigada	división	cuerpo
El 10 Mayo del 2012 la legislatura del estado de Minnesota paso una propuesta para construir en nuevo estadio en el centro de Minneapolis, Para que sea posible la construcción de un nuevo estadio el Metrodome tendrá que ser demolido.	demolido	derribado	demolida	desmantelado	destruido	derrumbado	arrasado	desmoronado	desbaratado
El 10 Mayo del 2012 la legislatura del estado de Minnesota paso una propuesta para construir en nuevo estadio en el centro de Minneapolis, Para que sea posible la construcción de un nuevo estadio el Metrodome tendrá que ser demolido.	legislatura	asamblea	parlamento	cuerpo legislativo	congreso	senado	cámara de diputados	cámara baja	cámara alta	legislación	gobierno
El 20 de junio de 1747, contrajo matrimonio en Dresde con su primo hermano, el que posteriormente sería Príncipe Elector de Sajonia, Federico Cristián, que murió 10 semanas después de su entronización, el 17 de diciembre de 1763.	entronización	coronación	ascenso	posesión	intronización	nombramiento	designación	elección	proclamación	investidura	instalación
El 27 de agosto de 2013, presentó su dimisión como presidente de la Junta de Andalucía.	dimisión	renuncia	baja	abandono	cese	destitución	dimisión	despido	destitución	cese	abdicación
El argentino Gustavo Montesano se incorporaría poco después.	incorporaría	se uniría	entraría	añadiría	agregaría	sumaría	juntaría	adheriría	accedería	se sumaría	se añadiría
El Aude (en occitano y catalán "Aude", pero con diferentes pronunciaciones en cada caso) es un río de Francia que desemboca en el Mar Mediterráneo en el Grau de Vendres, en el límite entre los departamentos de Hérault y de Aude.	desemboca	vierte	termina	desagua	se vierte	conduce	descarga	sale	entra	fluye	se escapa
El Café Libertad 8, situado en el Barrio de Chueca de Madrid es la cuna de artistas y cantautores de la capital, abierto como café en 1975.	cantautores	cantantes	artistas	poetas	músicos	compositores	letristas	cantantes	intérpretes	compositor
El Carnaval Herenciano tiene un gran sentido para las personas de esta localidad, pues simboliza su mejor fiesta en todo el largo año.	simboliza	representa	expresa	significa	ilustra	denota	emblematiza	alude	afigura	encarna	personifica
El club fue fundado como "BSG Pneumatik Aue" el 4 de marzo de 1946 bajo el patrocinio de las empresas locales de construcción.	patrocinio	apoyo	auspicio	protección	patronato	padrinazgo	mejoramiento	ayuda	auxilio	favorecimiento
El club se desempeñó en forma regular hasta que en 1954 el gobierno de la Alemania del este decidió que la ciudad de Chemnitz, recientemente renombrada como Karl Marx Stadt, merecía un equipo de calidad y debido a eso, el nombre del equipo cambió a "SC Wismut Karl Marx Stadt", aunque nunca fue relocalizado.	relocalizado	reubicado	trasladado	desplazado	mudado	reubicar	transferido	movido	cambiado	desplazar	reubicación
El Cotton Bowl comenzó a celebrarse en los terrenos de la Feria de Muestras del estado de Texas, cuando el magnate del petróleo J. Curtis Sanford pagó personalmente los costes de la primera edición, en 1937.	magnate	empresario	industrial	financiero	millonario	hombre de negocios	personaje influyente	rico	potentado	capitalista	empresario influyente
El cuarteto lo integraban por este orden Doris Maletzki, Renate Stecher, Christina Heinich y la propia Bärbel Eckert.	cuarteto	conjunto	cuadrilla	grupo	cuádruple	cuatrín	cuadriga	cuatrirreme	comparsa	cuadrado	cuerpo
El Cybuster es el Banpresto Original que más apariciones ha hecho en los SRW, además del hecho de ser el único Banpresto Original al que se le ha dedicado un juego: y su remake, Super Robot Wars OG Saga: Masō Kishin The Lord of Elemental (que incluye lo ocurrido en Super Robot Wars Gaiden en la continuidad Original Generation).	remake	versión	reconstrucción	nueva versión	adaptación	refundición	reproducción	repetición	reenactamiento	reedición	revisión
Él diseñó un prototipo en el que Mario "saltaba y rebotaba", que lo satisfizo.	prototipo	modelo	ejemplar	prueba	ensayo	maqueta	origen	antepasado	padre	antecesor	precursor
El Ducado de Prusia o Prusia Ducal (en alemán: "Herzogtum Preußen"; en polaco: "Prusy Książęce") fue un ducado entre 1525-1701 en la región más oriental de Prusia heredero del Estado monástico de los Caballeros Teutónicos.	monástico	monacal	religioso	eclesiástico	clerical	canónico	celestino	regular	fraile	cristiano	católico
El ejército intervino entonces con un contragolpe, que devolvió al país a la normalidad constitucional, imponiendo a Laisenia Qarase como primer ministro.	contragolpe	golpe	reacción	ataque	contraataque	respuesta	movimiento	intentona	contramaniobra	maniobra	intento
El entorno geográfico de Metlatónoc ha propiciado un aislamiento que agudiza la pobreza de su población, al grado que, según los reportes del Consejo Nacional de la Población (Conapo), los habitantes del lugar tienen un índice de desarrollo humano similar al de países africanos como Burundi.	agudiza	exacerba	intensifica	aumenta	agrava	incrementa	empeora	potencia	fortalece	realza	destaca
El estadio fue inaugurado en 2001, después del derrumbe del anterior recinto de ambos equipos, el Three Rivers Stadium.	derrumbe	colapso	ruina	derrumbamiento	caída	hundimiento	desplome	ruido	derribo	desmoronamiento	derrumbo
El fluido es contenido dentro de un tubo flexible empotrado dentro de una cubierta circular de la bomba (aunque se han hecho bombas peristálticas lineales).	empotrado	ubicado	colocado	situado	montado	fijado	insertado	alojado	incrustado	embutido	ensamblado
El fuerte fue construido en la actual Playa de Penco durante la época de La Colonia, en 1687, por orden del Gobernador de Chile José de Garro, como forma de defensa contra ataques de los corsarios ingleses que podían llegar desde la bahía.	corsarios	piratas	marinos	bucaneros	navegantes	salteadores	saqueadores	depredadores	asaltantes	forajidos	malhechores
El Fuerte La Planchada es un fuerte chileno ubicado en la Playa de Penco, en la comuna de Penco, Provincia de Concepción.	comuna	municipio	distrito	localidad	aldea	ciudad	parroquia	barrio	provincia	departamento	sección
El grupo estaría formado seguramente por el auriga que sostiene las riendas de la cuadriga, los cuatro o seis animales, un guerrero detrás de él, además de un mozo de cuadra.	auriga	cochero	conductor	jinete	carrero	caballista	amazona	charioteer
El Hubert H. Humphrey Metrodome es un domo de usos múltiples en la ciudad de Minneapolis (Minnesota), Estados Unidos.	domo	estadio	cúpula	invernadero	bóveda	caseta	palco	glorieta	pabellón	tejado	golfas
El ITP inicia actividades el 2 de septiembre de 1972 y a sus 41 años de servicio se ha consolidado como la tercera institución en Puebla por su atención a la población escolar, está acreditada en todas sus carreras profesionales y certificada en ISO 9001:2000.	consolidado	establecido	afianzado	fortalecido	reforzado	asentado	instalado	sólido	arracimado	cimentado	fundamentado
El ITP inicia actividades el 2 de septiembre de 1972 y a sus 41 años de servicio se ha consolidado como la tercera institución en Puebla por su atención a la población escolar, está acreditada en todas sus carreras profesionales y certificada en ISO 9001:2000.	acreditada	reconocida	famosa	prestigioso	afamada	conocida	prestigiosa	renombrada	muy	valorada	respetada
El local tiene su origen a finales del siglo XIX, cuando fue una vaquería y más tarde una tienda de vinos.	vaquería	granja	establo	corral	casa	tienda	almacén	estación	finca	rancho	hacienda
El Mineirão fue inaugurado en 1965, y tiene capacidad actual para 62.170 espectadores.	inaugurado	inaugurado	abierto	estrenado	lanzado	presentado	creado	fundado	construido	edificado	erigido
El municipio se encuentra situado en un terreno ondulado en la comarca de los Montes de Toledo y linda con las poblaciones de Toledo, Burguillos de Toledo, Layos y Argés, todas de Toledo.	comarca	región	territorio	zona	distrito	provincia	localidad	paraje	pueblo	aldea	comunidad
El nombre Bobadal proviene de la lengua Quichua lengua ancestral de Santiago del Estero Bobadal Significa Tierra suelta o polvo suelto	ancestral	ancestro	antiguo	primitivo	heredado	pasado	originario	antecesor	remoto	antecedente	antiguamente
El nombre de Phoenix (Fénix, en español), se eligió para indicar de forma metafórica el renacimiento de estas dos misiones.	metafórica	figurada	simbólica	alegórico	allegórica
El pistoletazo de salida para Olé Olé sería "No controles", la canción que Nacho Cano regala al grupo. "	pistoletazo	disparo	detonación	arranque	inicio	comienzo	salida	chispa	fuego	tiro	estallido
El Poema de Pentaur es un célebre escrito épico realizado por el escriba Pentaur por encargo de Ramsés II, narrando la batalla de Qadesh, en la que se enfrentaron los ejércitos de Ramsés y del rey hitita Muwatalli II.	épico	heroico	famoso	célebre	grandioso	importante	glorioso	ilustre	distinguido	afamado	legendario
El poema, escrito años después de la batalla, adorna la derrota del estamento militar y el triunfo de Ramsés II, denostando al primero por cobardía y elogiando al segundo por su gran valentía.	denostando	criticando	despreciando	menosprecianado	censurando	desacreditando	difamando	vituperando	reprobando	recriminando	condenando
El poema, escrito años después de la batalla, adorna la derrota del estamento militar y el triunfo de Ramsés II, denostando al primero por cobardía y elogiando al segundo por su gran valentía.	elogiando	alabando	elogiando	ensalzando	glorificando	celebrando	ponderando	reconociendo	aplaudiendo	felicitando	enalteciendo
El principal asentamiento se encuentra en la zona noroeste del atolón.	asentamiento	poblado	colonia	aldea	asentador	ciudad	localidad	vecindario	pueblo	villa
El resto puede omitirse a cambio del pago de kaffarah» (expiaciones).	expiaciones	multas	penalización	multa	penalidad	indemnización	reparación	compensación	sanción	pago
El sector primario de Sober está centrado en la ganadería bovina criada para consumo, la cria porcina y en menor medida, ovina.	ovina	ovino	lanar
El territorio fue reconquistado por caballeros de la ciudad de Ávila.	reconquistado	recuperado	recobrado	reconquistada	rescatado	recapturado	liberado	tomado	ocupado	dominado	arrebatado
El texto denominado "Lamentos de Ipuwer" describe una situación caótica: reyes desacreditados, invasión asiática del Delta, desórdenes revolucionarios, destrucción de archivos y tumbas reales, ateísmo y divulgación de secretos religiosos.	ateísmo	incredulidad	irreligión	descreimiento	herejía	infidelidad	impiedad	sectarismo	blasfemia	apostasía	librepensamiento
El tiempo sin haber luchado durante tantos años ha hecho obsoletos a los antiguos miembros de la Liga del Músculo, siendo reemplazados por los nuevos y jóvenes peleadores.	obsoletos	antiguos	viejos	pasados de moda	desfasados	anticuados	caducos	inservibles	inútiles	antiquados	desactualizados
El topónimo deriva «Villa d'Aceca», a su vez del árabe السكّة ("as-Sikka"), «el camino».	topónimo	nombre de lugar	nombre geográfico	etiqueta geográfica	toponimia	nombre de un lugar	nombre del lugar
El tratado de Granada firmado en 1500 había establecido una alianza militar entre Francia y Aragón para conquistar el reino de Nápoles, bajo el reinado de Federico I. Con el beneplácito del papa Alejandro VI, en 1501 las tropas españolas bajo el mando de Gonzalo Fernández de Córdoba ocuparon la zona sur de la península italiana (las provincias de Calabria y Apulia), que quedó en poder de Aragón, mientras el ejército francés de Bérault Stuart d'Aubigny conquistaba la parte norte del reino (Abruzzo y Labor) para Francia.	beneplácito	aprobación	consentimiento	acuerdo	autorización	permiso	aquiescencia	conformidad	asentimiento	venia	licencia
El tratado de Lyon de 1504, firmado por Luis XII de Francia y Fernando el Católico, puso fin a la segunda guerra de Nápoles con el abandono de las pretensiones francesas al reino de Nápoles en favor de la corona de Aragón.	pretensiones	reivindicaciones	pretendientes	derechos	intereses	aspiraciones	exigencias	demandas	requerimientos	reclamaciones	expectativas
